street,sa2_code,sa2_name,installation_type,installations,kw_rating,kw_total
CAPELL AVENUE,347100,Lake Hawea,Res,4,5.9,23.8
CEMETERY ROAD,347100,Lake Hawea,Res,3 or less,5.2,
CHARLES COURT,347100,Lake Hawea,Res,3 or less,5.7,
DINGLE STREET,347100,Lake Hawea,Res,4,7.5,30.0
DOMAIN ROAD,347100,Lake Hawea,Res,3 or less,5.0,
DRAKE PLACE,347100,Lake Hawea,Res,3 or less,4.2,
EDNA LANE,347100,Lake Hawea,Res,3 or less,7.7,
ELIZABETH STREET,347100,Lake Hawea,Res,3 or less,7.5,
FLORA DORA PARADE,347100,Lake Hawea,Res,3 or less,7.6,
FRANCIS LANE,347100,Lake Hawea,Res,3 or less,3.3,
GRANDVIEW ROAD,347100,Lake Hawea,Res,8,4.9,39.0
HEWSON CRESCENT,347100,Lake Hawea,Res,5,5.4,26.8
ISTHMUS PLACE,347100,Lake Hawea,Res,3 or less,5.6,
LAKEVIEW TERRACE,347100,Lake Hawea,Res,12,5.5,66.2
LICHEN LANE,347100,Lake Hawea,Res,3 or less,5.0,
LITTLE MAUDE DRIVE,347100,Lake Hawea,Res,8,5.8,46.5
MARY LANE,347100,Lake Hawea,Res,3 or less,6.1,
MOONRAKER PLACE,347100,Lake Hawea,Res,3 or less,5.0,
MORAINE PLACE,347100,Lake Hawea,Res,3 or less,6.0,
MUIR ROAD,347100,Lake Hawea,Res,3 or less,4.9,
MUSCOVY LANE,347100,Lake Hawea,Res,3 or less,5.0,
MYRA STREET,347100,Lake Hawea,Res,3 or less,5.0,
NICHOL STREET,347100,Lake Hawea,Res,8,5.6,45.0
NOEMA TERRACE,347100,Lake Hawea,Res,5,4.3,21.7
PARRY CRESCENT,347100,Lake Hawea,Res,5,8.7,43.3
PENNYCOOK PLACE,347100,Lake Hawea,Res,3 or less,5.0,
ROSELLA LANE,347100,Lake Hawea,Res,3 or less,4.8,
SAM JOHN PLACE,347100,Lake Hawea,Res,8,6.0,48.1
SARGES WAY,347100,Lake Hawea,Res,4,4.8,19.3
SENTINEL DRIVE,347100,Lake Hawea,Res,4,6.3,25.0
SKINNER CRESCENT,347100,Lake Hawea,Res,5,4.2,21.2
SKYLARK PLACE,347100,Lake Hawea,Res,3 or less,6.3,
SPARROW LANE,347100,Lake Hawea,Res,3 or less,5.0,
SWAN STREET,347100,Lake Hawea,Res,3 or less,10.0,
TEAL PLACE,347100,Lake Hawea,Res,3 or less,4.9,
TIMSFIELD DRIVE,347100,Lake Hawea,Res,4,6.3,25.0
TOMTIT CRESCENT,347100,Lake Hawea,Res,5,5.6,28.0
WAXEYE LANE,347100,Lake Hawea,Res,3 or less,5.9,
WOODPECKER STREET,347100,Lake Hawea,Res,3 or less,5.0,
ALICE BURN DRIVE,347200,Upper Clutha Valley,Res,4,7.8,31.0
ATKINS ROAD,347200,Upper Clutha Valley,Res,3 or less,5.3,
BURDON LOOP,347200,Upper Clutha Valley,Res,4,5.6,22.4
BUTTERFIELD ROAD,347200,Upper Clutha Valley,Res,3 or less,10.0,
CATON STREET,347200,Upper Clutha Valley,Res,3 or less,9.2,
CHURCH ROAD,347200,Upper Clutha Valley,Res,3 or less,4.9,
CRIFFEL PLACE,347200,Upper Clutha Valley,Res,3 or less,3.7,
DENNISTON ROAD,347200,Upper Clutha Valley,Res,3 or less,5.0,
DOMAIN ROAD,347200,Upper Clutha Valley,Res,3 or less,5.0,
DUNN STREET,347200,Upper Clutha Valley,Res,3 or less,9.0,
FORT PLACE,347200,Upper Clutha Valley,Res,3 or less,5.7,
GILLESPIE STREET,347200,Upper Clutha Valley,Res,3 or less,9.1,
GUTHRIE STREET,347200,Upper Clutha Valley,Res,3 or less,5.0,
HALLIDAY ROAD,347200,Upper Clutha Valley,Res,5,5.6,27.9
HARRIS PLACE,347200,Upper Clutha Valley,Res,3 or less,4.6,
HAWEA BACK ROAD,347200,Upper Clutha Valley,Res,3 or less,5.0,
HOPKINS STREET,347200,Upper Clutha Valley,Res,3 or less,6.3,
JACKSON RISE,347200,Upper Clutha Valley,Res,8,5.2,41.9
KANE ROAD,347200,Upper Clutha Valley,Res,6,7.9,47.6
KINGAN ROAD,347200,Upper Clutha Valley,Res,3 or less,4.3,
LACHLAN AVENUE,347200,Upper Clutha Valley,Res,6,4.4,26.4
LOACH ROAD,347200,Upper Clutha Valley,Res,4,4.0,16.1
LOESS LANE,347200,Upper Clutha Valley,Res,4,5.1,20.3
LONG GRASS PLACE,347200,Upper Clutha Valley,Res,3 or less,3.7,
LONGVIEW DRIVE,347200,Upper Clutha Valley,Res,4,5.3,21.0
LOST BURN ROAD,347200,Upper Clutha Valley,Res,3 or less,7.2,
MAIN ROAD,347200,Upper Clutha Valley,Res,3 or less,4.8,
MAUDE VIEW ROAD,347200,Upper Clutha Valley,Res,6,4.6,27.8
MCINTOSH WAY,347200,Upper Clutha Valley,Res,3 or less,5.8,
MUIR ROAD,347200,Upper Clutha Valley,Res,3 or less,6.0,
NEWCASTLE ROAD,347200,Upper Clutha Valley,Res,3 or less,10.0,
NOOK ROAD,347200,Upper Clutha Valley,Res,3 or less,8.8,
PARTRIDGE ROAD,347200,Upper Clutha Valley,Res,9,5.8,52.3
PATERSON DRIVE,347200,Upper Clutha Valley,Res,3 or less,5.0,
PISA ROAD,347200,Upper Clutha Valley,Res,6,5.3,31.8
REID AVENUE,347200,Upper Clutha Valley,Res,3 or less,5.0,
RILEY STREET,347200,Upper Clutha Valley,Res,3 or less,5.0,
SHORTCUT ROAD,347200,Upper Clutha Valley,Res,3 or less,4.6,
STEVENSON ROAD,347200,Upper Clutha Valley,Res,3 or less,6.7,
TIMARU CREEK ROAD,347200,Upper Clutha Valley,Res,3 or less,4.0,
WADDELL STREET,347200,Upper Clutha Valley,Res,3 or less,5.0,
WATKINS ROAD,347200,Upper Clutha Valley,Res,3 or less,5.0,
CHURCHILL STREET,347300,Kingston,Res,3 or less,5.0,
GLENDINNING CRESCENT,347300,Kingston,Res,3 or less,10.0,
GLOUCESTER STREET,347300,Kingston,Res,3 or less,3.7,
HAMPSHIRE STREET,347300,Kingston,Res,4,5.6,22.6
HECTOR CLOSE,347300,Kingston,Res,3 or less,5.0,
HUNTINGDON STREET,347300,Kingston,Res,3 or less,3.9,
KENT STREET,347300,Kingston,Res,8,5.3,42.1
LAKEFIELD CLOSE,347300,Kingston,Res,3 or less,6.8,
OXFORD STREET,347300,Kingston,Res,3 or less,5.0,
SHROPSHIRE STREET,347300,Kingston,Res,3 or less,8.2,
WESNEY TERRACE,347300,Kingston,Res,3 or less,5.7,
ALLUVIAL COURT,347400,Arthurs Point,Res,3 or less,4.5,
AMBER CLOSE,347400,Arthurs Point,Res,3 or less,9.1,
ARTHURS POINT ROAD,347400,Arthurs Point,Res,3 or less,6.5,
ARTHURS TRACK,347400,Arthurs Point,Res,3 or less,5.0,
ATLEY ROAD,347400,Arthurs Point,Res,9,4.7,42.2
EVENING STAR ROAD,347400,Arthurs Point,Res,3 or less,3.4,
HAINES WAY,347400,Arthurs Point,Res,3 or less,4.0,
LARCHMONT CLOSE,347400,Arthurs Point,Res,4,5.0,20.0
MAPLE COURT,347400,Arthurs Point,Res,3 or less,5.0,
MATHIAS TERRACE,347400,Arthurs Point,Res,10,6.4,64.3
MCCHESNEY ROAD,347400,Arthurs Point,Res,3 or less,5.0,
MCMILLAN ROAD,347400,Arthurs Point,Res,3 or less,5.7,
MOONLIGHT TRACK,347400,Arthurs Point,Res,3 or less,4.8,
MOREPORK WAY,347400,Arthurs Point,Res,3 or less,7.3,
MORNING STAR TERRACE,347400,Arthurs Point,Res,4,6.7,26.6
REDFERN TERRACE,347400,Arthurs Point,Res,5,4.7,23.3
SEW HOY LANE,347400,Arthurs Point,Res,3 or less,3.8,
STABLES PLACE,347400,Arthurs Point,Res,3 or less,5.0,
STAMPER LANE,347400,Arthurs Point,Res,3 or less,8.0,
THOMAS LANE,347400,Arthurs Point,Res,3 or less,3.5,
ARROW JUNCTION ROAD,347500,Wakatipu Basin,Res,3 or less,5.0,
ARROWTOWN LAKE HAYES ROAD,347500,Wakatipu Basin,Res,3 or less,10.7,
BARLEY COURT,347500,Wakatipu Basin,Res,3 or less,8.1,
BARN HILL DRIVE,347500,Wakatipu Basin,Res,3 or less,3.0,
CENTENNIAL AVENUE,347500,Wakatipu Basin,Res,3 or less,5.0,
CORONET PEAK STATION ROAD,347500,Wakatipu Basin,Res,3 or less,5.0,
DALEFIELD ROAD,347500,Wakatipu Basin,Res,3 or less,12.3,
DALGLEISH LANE,347500,Wakatipu Basin,Res,3 or less,6.7,
DOMAIN ROAD,347500,Wakatipu Basin,Res,8,8.5,68.2
ELLEN JOHNSON TERRACE,347500,Wakatipu Basin,Res,3 or less,7.0,
ELYSIUM WAY,347500,Wakatipu Basin,Res,5,7.8,38.9
FITZPATRICK ROAD,347500,Wakatipu Basin,Res,5,7.0,35.0
HARVEST LANE,347500,Wakatipu Basin,Res,3 or less,3.2,
HEENAN LANE,347500,Wakatipu Basin,Res,3 or less,12.5,
HOGAN GULLY ROAD,347500,Wakatipu Basin,Res,3 or less,7.5,
HUNTER ROAD,347500,Wakatipu Basin,Res,3 or less,12.5,
JANE WILLIAMS PLACE,347500,Wakatipu Basin,Res,3 or less,4.7,
LITTLES ROAD,347500,Wakatipu Basin,Res,16,6.1,96.9
LOWER SHOTOVER ROAD,347500,Wakatipu Basin,Res,3 or less,5.2,
MACAULEY LANE,347500,Wakatipu Basin,Res,3 or less,5.0,
MALAGHANS ROAD,347500,Wakatipu Basin,Res,6,5.7,34.1
MCDONNELL ROAD,347500,Wakatipu Basin,Res,3 or less,6.7,
MILL FARM LANE,347500,Wakatipu Basin,Res,3 or less,7.1,
MOONEY ROAD,347500,Wakatipu Basin,Res,4,8.1,32.2
MOORHILL ROAD,347500,Wakatipu Basin,Res,3 or less,3.9,
MORVEN FERRY ROAD,347500,Wakatipu Basin,Res,3 or less,6.7,
MOUNTAIN VIEW ROAD,347500,Wakatipu Basin,Res,4,5.6,22.4
NORTH RIDGE ROAD,347500,Wakatipu Basin,Res,3 or less,10.0,
ORCHARD HILL,347500,Wakatipu Basin,Res,3 or less,9.0,
PLOUGHMANS LANE,347500,Wakatipu Basin,Res,3 or less,10.0,
ROCKY GULLY LANE,347500,Wakatipu Basin,Res,3 or less,2.5,
SLOPE HILL ROAD,347500,Wakatipu Basin,Res,4,12.0,48.0
SPEARGRASS FLAT ROAD,347500,Wakatipu Basin,Res,7,7.7,53.6
SPRINGBANK GROVE,347500,Wakatipu Basin,Res,3 or less,3.5,
STATION RISE,347500,Wakatipu Basin,Res,3 or less,5.0,
THREEPWOOD ROAD,347500,Wakatipu Basin,Res,3 or less,7.3,
HALLENSTEIN STREET,347700,Warren Park,Res,3 or less,3.0,
ARAWATA TERRACE,347800,Sunshine Bay-Fernhill,Res,3 or less,7.1,
ASPEN GROVE,347800,Sunshine Bay-Fernhill,Res,3 or less,5.1,
CAMERON PLACE,347800,Sunshine Bay-Fernhill,Res,3 or less,4.5,
CHANDLER LANE,347800,Sunshine Bay-Fernhill,Res,3 or less,15.0,
FERNHILL ROAD,347800,Sunshine Bay-Fernhill,Res,3 or less,4.5,
GREENSTONE PLACE,347800,Sunshine Bay-Fernhill,Res,3 or less,5.0,
MATAKAURI PLACE,347800,Sunshine Bay-Fernhill,Res,3 or less,5.0,
MCKERROW PLACE,347800,Sunshine Bay-Fernhill,Res,3 or less,1.8,
O'LEARYS PADDOCK ROAD,347800,Sunshine Bay-Fernhill,Res,3 or less,5.0,
WATTS ROAD,347800,Sunshine Bay-Fernhill,Res,3 or less,3.0,
WILLIAMS STREET,347800,Sunshine Bay-Fernhill,Res,3 or less,5.0,
WYNYARD CRESCENT,347800,Sunshine Bay-Fernhill,Res,3 or less,2.0,
ADAMSON DRIVE,347900,Arrowtown,Res,3 or less,4.2,
ADVANCE TERRACE,347900,Arrowtown,Res,6,7.3,44.0
ALEXANDER PLACE,347900,Arrowtown,Res,3 or less,5.0,
ARGYLE PLACE,347900,Arrowtown,Res,3 or less,5.0,
BOUNDARY STREET,347900,Arrowtown,Res,3 or less,5.0,
BRACKEN STREET,347900,Arrowtown,Res,3 or less,5.7,
BRODIE AVENUE,347900,Arrowtown,Res,3 or less,6.7,
BUTEL AVENUE,347900,Arrowtown,Res,3 or less,2.5,
CARDIGAN STREET,347900,Arrowtown,Res,3 or less,5.0,
CENTENNIAL AVENUE,347900,Arrowtown,Res,5,5.3,26.5
CHARTRES LANE,347900,Arrowtown,Res,3 or less,4.2,
COTTER AVENUE,347900,Arrowtown,Res,7,5.5,38.7
CRITERION STREET,347900,Arrowtown,Res,3 or less,4.0,
DAVEYS PLACE,347900,Arrowtown,Res,3 or less,3.9,
DENBIGH STREET,347900,Arrowtown,Res,3 or less,5.0,
DERBY STREET,347900,Arrowtown,Res,3 or less,5.0,
DEVON STREET,347900,Arrowtown,Res,8,5.8,46.0
DOUGLAS AVENUE,347900,Arrowtown,Res,3 or less,5.0,
ELVA DAWSON PLACE,347900,Arrowtown,Res,3 or less,9.9,
ESSEX AVENUE,347900,Arrowtown,Res,7,4.8,33.4
FLYNN LANE,347900,Arrowtown,Res,5,5.9,29.6
FOXS TERRACE,347900,Arrowtown,Res,3 or less,9.5,
HELMS COURT,347900,Arrowtown,Res,3 or less,5.0,
HERTFORD STREET,347900,Arrowtown,Res,3 or less,5.0,
HOOD CRESCENT,347900,Arrowtown,Res,3 or less,4.0,
INNES PLACE,347900,Arrowtown,Res,3 or less,5.0,
ISABEL COURT,347900,Arrowtown,Res,6,6.3,37.8
KENT STREET,347900,Arrowtown,Res,4,4.9,19.5
KIRCHER PLACE,347900,Arrowtown,Res,3 or less,10.0,
MALAGHANS ROAD,347900,Arrowtown,Res,3 or less,5.0,
MANSE ROAD,347900,Arrowtown,Res,3 or less,1.5,
MCDONNELL ROAD,347900,Arrowtown,Res,3 or less,7.5,
MERIONETH STREET,347900,Arrowtown,Res,3 or less,5.0,
NAIRN STREET,347900,Arrowtown,Res,3 or less,8.6,
NORFOLK STREET,347900,Arrowtown,Res,3 or less,4.9,
O'FEE WAY,347900,Arrowtown,Res,3 or less,10.0,
PATTON PLACE,347900,Arrowtown,Res,3 or less,5.0,
PEARL LANE,347900,Arrowtown,Res,3 or less,1.5,
PREMIER PLACE,347900,Arrowtown,Res,3 or less,5.0,
PRESTON DRIVE,347900,Arrowtown,Res,3 or less,5.0,
PRITCHARD PLACE,347900,Arrowtown,Res,3 or less,8.3,
SHAW STREET,347900,Arrowtown,Res,3 or less,8.0,
SUFFOLK STREET,347900,Arrowtown,Res,3 or less,5.0,
TIPPERARY PLACE,347900,Arrowtown,Res,3 or less,8.0,
VILLIERS STREET,347900,Arrowtown,Res,3 or less,5.0,
ABBOTTSWOOD LANE,348000,Quail Rise,Res,3 or less,7.5,
BRAMSHILL DRIVE,348000,Quail Rise,Res,3 or less,5.8,
BRIDGEWELL LANE,348000,Quail Rise,Res,3 or less,3.0,
BROCKWORTH LANE,348000,Quail Rise,Res,3 or less,5.0,
COCKERELL LANE,348000,Quail Rise,Res,3 or less,7.5,
EASTWOOD LANE,348000,Quail Rise,Res,3 or less,5.5,
ENDSTONE LANE,348000,Quail Rise,Res,3 or less,5.0,
FERRY HILL DRIVE,348000,Quail Rise,Res,10,6.2,62.0
GRACEFIELD LANE,348000,Quail Rise,Res,3 or less,5.0,
GRACES TERRACE,348000,Quail Rise,Res,3 or less,5.0,
GRETTON WAY,348000,Quail Rise,Res,3 or less,1.3,
HANSEN ROAD,348000,Quail Rise,Res,5,7.9,39.7
HANSLOPE WAY,348000,Quail Rise,Res,3 or less,5.0,
HEALECOTE LANE,348000,Quail Rise,Res,3 or less,5.8,
JIMS WAY,348000,Quail Rise,Res,3 or less,5.0,
LINDMORE LANE,348000,Quail Rise,Res,3 or less,6.0,
PORTREE DRIVE,348000,Quail Rise,Res,3 or less,5.0,
SHERWOOD COURT,348000,Quail Rise,Res,3 or less,9.0,
SNOWSHILL LANE,348000,Quail Rise,Res,3 or less,5.0,
STOWMORE LANE,348000,Quail Rise,Res,3 or less,5.0,
TRENCH HILL ROAD,348000,Quail Rise,Res,3 or less,10.0,
TUCKER BEACH ROAD,348000,Quail Rise,Res,12,7.9,95.0
WELLSWOOD WAY,348000,Quail Rise,Res,3 or less,5.0,
BRISBANE STREET,348200,Queenstown East,Res,3 or less,3.6,
EDINBURGH DRIVE,348200,Queenstown East,Res,3 or less,3.8,
FRANKTON ROAD,348200,Queenstown East,Res,3 or less,6.2,
HOBART STREET,348200,Queenstown East,Res,3 or less,1.8,
KENT STREET,348200,Queenstown East,Res,3 or less,5.0,
LIMERICK LANE,348200,Queenstown East,Res,3 or less,5.0,
LONDON LANE,348200,Queenstown East,Res,3 or less,3.0,
MELBOURNE STREET,348200,Queenstown East,Res,3 or less,2.0,
PANORAMA PLACE,348200,Queenstown East,Res,3 or less,4.6,
PANORAMA TERRACE,348200,Queenstown East,Res,3 or less,5.0,
PARK STREET,348200,Queenstown East,Res,3 or less,8.0,
POOLE LANE,348200,Queenstown East,Res,3 or less,5.2,
SUBURB STREET,348200,Queenstown East,Res,3 or less,8.6,
THE TERRACE,348200,Queenstown East,Res,3 or less,5.0,
WAKATIPU HEIGHTS,348200,Queenstown East,Res,3 or less,9.0,
WINDSOR PLACE,348200,Queenstown East,Res,3 or less,10.0,
ANDREWS ROAD,348300,Frankton Arm,Res,3 or less,3.7,
BIRCH LANE,348300,Frankton Arm,Res,3 or less,2.7,
FRANKTON ROAD,348300,Frankton Arm,Res,3 or less,5.0,
GOLDEN TERRACE,348300,Frankton Arm,Res,3 or less,6.0,
GOLDFIELD HEIGHTS,348300,Frankton Arm,Res,3 or less,2.1,
GOLDLEAF HILL,348300,Frankton Arm,Res,3 or less,3.0,
HIGHVIEW TERRACE,348300,Frankton Arm,Res,3 or less,6.1,
LANCEWOOD LANE,348300,Frankton Arm,Res,3 or less,5.0,
PANORAMA TERRACE,348300,Frankton Arm,Res,3 or less,6.3,
SAINT PETERS PLACE,348300,Frankton Arm,Res,3 or less,20.0,
STONE RIDGE PLACE,348300,Frankton Arm,Res,3 or less,5.0,
WOODLANDS CLOSE,348300,Frankton Arm,Res,3 or less,5.5,
ALTA PLACE,348400,Frankton,Res,3 or less,5.0,
BOYES CRESCENT,348400,Frankton,Res,3 or less,6.7,
COPPER BEECH AVENUE,348400,Frankton,Res,3 or less,5.0,
CRESTA LANE,348400,Frankton,Res,3 or less,3.2,
DOUGLAS STREET,348400,Frankton,Res,3 or less,2.3,
ELM TREE AVENUE,348400,Frankton,Res,3 or less,5.0,
FRANKTON ROAD,348400,Frankton,Res,3 or less,3.0,
GLENDA DRIVE,348400,Frankton,Res,3 or less,4.5,
GRAY STREET,348400,Frankton,Res,3 or less,1.4,
HUMPHREY STREET,348400,Frankton,Res,3 or less,6.3,
KAWARAU PLACE,348400,Frankton,Res,3 or less,6.3,
LAKE AVENUE,348400,Frankton,Res,3 or less,12.5,
MARINA DRIVE,348400,Frankton,Res,3 or less,5.0,
MCBRIDE STREET,348400,Frankton,Res,5,5.8,29.1
MIDDLETON ROAD,348400,Frankton,Res,3 or less,4.5,
O'KANE LANE,348400,Frankton,Res,3 or less,7.0,
RASTUS BURN LANE,348400,Frankton,Res,3 or less,7.7,
REMARKABLES CRESCENT,348400,Frankton,Res,3 or less,4.9,
RIVERSIDE ROAD,348400,Frankton,Res,7,4.6,32.1
ROBERTSON STREET,348400,Frankton,Res,3 or less,5.0,
ROSS STREET,348400,Frankton,Res,3 or less,4.6,
SHORELINE ROAD,348400,Frankton,Res,3 or less,5.0,
SNOWY PLACE,348400,Frankton,Res,3 or less,5.0,
STEWART STREET,348400,Frankton,Res,3 or less,6.2,
WILMOT AVENUE,348400,Frankton,Res,6,4.0,24.3
ALFRED DUNCAN DRIVE,348500,Lake Hayes,Res,3 or less,7.0,
ARROWTOWN LAKE HAYES ROAD,348500,Lake Hayes,Res,4,4.1,16.5
BENDEMEER LANE,348500,Lake Hayes,Res,3 or less,5.0,
BLOXHAM LANE,348500,Lake Hayes,Res,3 or less,10.0,
CALDWELL LANE,348500,Lake Hayes,Res,3 or less,12.0,
CENTRAL PARK AVENUE,348500,Lake Hayes,Res,3 or less,10.5,
HAGGITT LANE,348500,Lake Hayes,Res,3 or less,5.0,
HOGAN GULLY ROAD,348500,Lake Hayes,Res,3 or less,15.0,
JEAN ROBINS DRIVE,348500,Lake Hayes,Res,3 or less,4.0,
RUTHERFORD ROAD,348500,Lake Hayes,Res,5,13.1,65.4
SICILIAN LANE,348500,Lake Hayes,Res,3 or less,6.0,
SPEARGRASS FLAT ROAD,348500,Lake Hayes,Res,5,6.0,30.0
WILDING ROAD,348500,Lake Hayes,Res,3 or less,8.0,
CEDAR DRIVE,348600,Kelvin Heights,Res,7,5.9,41.6
CYPRESS COURT,348600,Kelvin Heights,Res,3 or less,5.0,
ELIZABETH PLACE,348600,Kelvin Heights,Res,3 or less,7.5,
FOUR VIEWS AVENUE,348600,Kelvin Heights,Res,3 or less,5.0,
GARLAND TERRACE,348600,Kelvin Heights,Res,3 or less,5.0,
GROVE LANE,348600,Kelvin Heights,Res,3 or less,8.0,
HOLLY COURT,348600,Kelvin Heights,Res,3 or less,5.0,
KELVIN PLACE,348600,Kelvin Heights,Res,3 or less,5.0,
LARCH COURT,348600,Kelvin Heights,Res,3 or less,10.0,
MILWARD PLACE,348600,Kelvin Heights,Res,3 or less,5.0,
MINCHER ROAD,348600,Kelvin Heights,Res,3 or less,7.5,
NORTHVIEW TERRACE,348600,Kelvin Heights,Res,3 or less,7.1,
OLD HOMESTEAD PLACE,348600,Kelvin Heights,Res,3 or less,4.3,
OREGON DRIVE,348600,Kelvin Heights,Res,7,5.5,38.7
PENINSULA ROAD,348600,Kelvin Heights,Res,17,7.0,119.2
POPLAR DRIVE,348600,Kelvin Heights,Res,3 or less,5.0,
RED DEER RISE,348600,Kelvin Heights,Res,3 or less,5.0,
SEQUOIA PLACE,348600,Kelvin Heights,Res,3 or less,4.8,
SILVERWOOD LANE,348600,Kelvin Heights,Res,3 or less,5.0,
WHITE STAG RISE,348600,Kelvin Heights,Res,3 or less,10.0,
WILLOW PLACE,348600,Kelvin Heights,Res,6,6.5,39.1
ASHENHURST WAY,348700,Shotover Country,Res,3 or less,3.2,
BANBURY TERRACE,348700,Shotover Country,Res,4,5.4,21.4
CAMPDEN COURT,348700,Shotover Country,Res,3 or less,5.0,
CHADLINGTON WAY,348700,Shotover Country,Res,3 or less,7.5,
COTSWOLD COURT,348700,Shotover Country,Res,3 or less,5.0,
COVENTRY CRESCENT,348700,Shotover Country,Res,3 or less,6.0,
CUMBERLAND ROAD,348700,Shotover Country,Res,3 or less,7.1,
GEORGE DRIVE,348700,Shotover Country,Res,3 or less,5.0,
HEADLEY DRIVE,348700,Shotover Country,Res,3 or less,5.0,
JONES AVENUE,348700,Shotover Country,Res,3 or less,5.4,
KAHIWI DRIVE,348700,Shotover Country,Res,3 or less,6.7,
KAWARAU HEIGHTS BOULEVARD,348700,Shotover Country,Res,3 or less,5.0,
MARA WAY,348700,Shotover Country,Res,3 or less,5.0,
MARSTON ROAD,348700,Shotover Country,Res,3 or less,7.2,
MAXS WAY,348700,Shotover Country,Res,3 or less,10.0,
MULBURY WAY,348700,Shotover Country,Res,3 or less,5.0,
MYLES WAY,348700,Shotover Country,Res,6,6.8,40.6
NOBLES LANE,348700,Shotover Country,Res,3 or less,7.3,
OLD SCHOOL ROAD,348700,Shotover Country,Res,3 or less,6.6,
OXFORDSHIRE AVENUE,348700,Shotover Country,Res,4,3.8,15.0
PEASMOOR ROAD,348700,Shotover Country,Res,3 or less,5.0,
PEPPERCORN TERRACE,348700,Shotover Country,Res,3 or less,8.7,
PETERLEY ROAD,348700,Shotover Country,Res,3 or less,4.8,
PRIMROSE LANE,348700,Shotover Country,Res,3 or less,5.0,
RISINGHURST TERRACE,348700,Shotover Country,Res,10,5.2,52.1
SANDFORD TERRACE,348700,Shotover Country,Res,3 or less,6.9,
SILVER STREET,348700,Shotover Country,Res,3 or less,4.1,
STALKER ROAD,348700,Shotover Country,Res,4,6.3,25.2
STONE WALLS TERRACE,348700,Shotover Country,Res,3 or less,4.1,
WALTON WAY,348700,Shotover Country,Res,3 or less,7.3,
WOODSTOCK ROAD,348700,Shotover Country,Res,3 or less,10.0,
ACHERON PLACE,348800,Lake Hayes Estate,Res,3 or less,3.5,
ADA PLACE,348800,Lake Hayes Estate,Res,3 or less,4.2,
BELLAMORE STREET,348800,Lake Hayes Estate,Res,3 or less,9.0,
BRIDESDALE DRIVE,348800,Lake Hayes Estate,Res,3 or less,5.0,
CASTALIA DRIVE,348800,Lake Hayes Estate,Res,3 or less,3.6,
CLOVER LANE,348800,Lake Hayes Estate,Res,3 or less,4.6,
CONE PEAK CLOSE,348800,Lake Hayes Estate,Res,3 or less,10.0,
CRAWFORD PLACE,348800,Lake Hayes Estate,Res,3 or less,5.0,
DEWAR STREET,348800,Lake Hayes Estate,Res,4,3.1,12.4
ERSKINE STREET,348800,Lake Hayes Estate,Res,10,5.8,58.2
HADDOWS PLACE,348800,Lake Hayes Estate,Res,3 or less,5.0,
HERRIES LANE,348800,Lake Hayes Estate,Res,4,5.6,22.4
HOPE AVENUE,348800,Lake Hayes Estate,Res,7,7.4,51.8
HOWARDS DRIVE,348800,Lake Hayes Estate,Res,3 or less,2.0,
JUDGE & JURY DRIVE,348800,Lake Hayes Estate,Res,4,5.5,22.0
LAUDER STREET,348800,Lake Hayes Estate,Res,3 or less,8.6,
LOCHNAGAR DRIVE,348800,Lake Hayes Estate,Res,3 or less,1.8,
LUNA PLACE,348800,Lake Hayes Estate,Res,3 or less,5.0,
MANORBURN PLACE,348800,Lake Hayes Estate,Res,3 or less,9.6,
MCIVOR LANE,348800,Lake Hayes Estate,Res,3 or less,4.8,
MYSTERY GROVE,348800,Lake Hayes Estate,Res,4,7.5,30.1
ONSLOW ROAD,348800,Lake Hayes Estate,Res,4,4.2,16.9
ORBELL DRIVE,348800,Lake Hayes Estate,Res,4,8.9,35.4
POOLBURN COURT,348800,Lake Hayes Estate,Res,4,5.2,20.8
QUARRY PLACE,348800,Lake Hayes Estate,Res,5,6.4,32.1
QUILL STREET,348800,Lake Hayes Estate,Res,3 or less,6.5,
RED COTTAGE DRIVE,348800,Lake Hayes Estate,Res,4,5.5,21.8
RERE ROAD,348800,Lake Hayes Estate,Res,3 or less,10.0,
STALKER ROAD,348800,Lake Hayes Estate,Res,3 or less,5.0,
SYLVAN STREET,348800,Lake Hayes Estate,Res,8,6.0,48.1
WALNUT LANE,348800,Lake Hayes Estate,Res,3 or less,5.0,
WIDGEON PLACE,348800,Lake Hayes Estate,Res,3 or less,6.7,
AFTON LANE,348900,Jacks Point,Res,3 or less,5.0,
APPIN COURT,348900,Jacks Point,Res,3 or less,2.7,
ARRAN LANE,348900,Jacks Point,Res,3 or less,9.6,
BACK SHED ROAD,348900,Jacks Point,Res,3 or less,14.1,
BANNISTER STREET,348900,Jacks Point,Res,7,7.6,53.2
BARN ROAD,348900,Jacks Point,Res,3 or less,5.0,
BAYONET PEAK PLACE,348900,Jacks Point,Res,3 or less,12.0,
BIG VALLEY DRIVE,348900,Jacks Point,Res,3 or less,4.0,
BLUFF VIEW TERRACE,348900,Jacks Point,Res,3 or less,27.7,
BRANIGAN COURT,348900,Jacks Point,Res,3 or less,4.7,
BRETBY COURT,348900,Jacks Point,Res,3 or less,3.5,
BRETT LANE,348900,Jacks Point,Res,3 or less,8.8,
BUCKLER COURT,348900,Jacks Point,Res,3 or less,5.0,
CARLIN CREEK DRIVE,348900,Jacks Point,Res,4,11.6,46.3
